Nome,Classe,Bolsa / Fonte,Tipo de Ativo,"Ativo /
Cancelado",Código,"Setor NAICS
ult disponiv","Setor Agro
Bovespa","AtvCir
 < Dez 2020
 Em moeda orig
 em milhares
 consolid:sim*","AtvCir
 < Dez 2021
 Em moeda orig
 em milhares
 consolid:sim*","AtvCir
 < Dez 2022
 Em moeda orig
 em milhares
 consolid:sim*","AtvCir
 < Dez 2023
 Em moeda orig
 em milhares
 consolid:sim*","AtvCir
 < Dez 2024
 Em moeda orig
 em milhares
 consolid:sim*","AtvNaoCir
 < Dez 2020
 Em moeda orig
 em milhares
 consolid:sim*","AtvNaoCir
 < Dez 2021
 Em moeda orig
 em milhares
 consolid:sim*","AtvNaoCir
 < Dez 2022
 Em moeda orig
 em milhares
 consolid:sim*","AtvNaoCir
 < Dez 2023
 Em moeda orig
 em milhares
 consolid:sim*","AtvNaoCir
 < Dez 2024
 Em moeda orig
 em milhares
 consolid:sim*","PasCir
 < Dez 2020
 Em moeda orig
 em milhares
 consolid:sim*","PasCir
 < Set 2021
 Em moeda orig
 em milhares
 consolid:sim*","PasCir
 < Dez 2022
 Em moeda orig
 em milhares
 consolid:sim*","PasCir
 < Dez 2023
 Em moeda orig
 em milhares
 consolid:sim*","PasCir
 < Dez 2024
 Em moeda orig
 em milhares
 consolid:sim*","PasNoCir
 < Dez 2020
 Em moeda orig
 em milhares
 consolid:sim*","PasNoCir
 < Dez 2021
 Em moeda orig
 em milhares
 consolid:sim*","PasNoCir
 < Dez 2022
 Em moeda orig
 em milhares
 consolid:sim*","PasNoCir
 < Dez 2023
 Em moeda orig
 em milhares
 consolid:sim*","PasNoCir
 < Dez 2024
 Em moeda orig
 em milhares
 consolid:sim*","Patrim Liq
 < Dez 2020
 Em moeda orig
 em milhares
 consolid:sim*","Patrim Liq
 < Dez 2021
 Em moeda orig
 em milhares
 consolid:sim*","Patrim Liq
 < Dez 2022
 Em moeda orig
 em milhares
 consolid:sim*","Patrim Liq
 < Dez 2023
 Em moeda orig
 em milhares
 consolid:sim*","Patrim Liq
 < Dez 2024
 Em moeda orig
 em milhares
 consolid:sim*","LPA
 < Dez 2020
 Em moeda orig
 de 12 meses
 consolid:sim*
 ajust p/ prov","LPA
 < Dez 2021
 Em moeda orig
 de 12 meses
 consolid:sim*
 ajust p/ prov","LPA
 < Dez 2022
 Em moeda orig
 de 12 meses
 consolid:sim*
 ajust p/ prov","LPA
 < Dez 2023
 Em moeda orig
 de 12 meses
 consolid:sim*
 ajust p/ prov","LPA
 < Dez 2024
 Em moeda orig
 de 12 meses
 consolid:sim*
 ajust p/ prov","Receita
 < Dez 2020
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Receita
 < Dez 2021
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Receita
 < Dez 2022
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Receita
 < Dez 2023
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Receita
 < Dez 2024
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Lucro Liquido
 < Dez 2020
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Lucro Liquido
 < Dez 2021
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Lucro Liquido
 < Dez 2022
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Lucro Liquido
 < Dez 2023
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Lucro Liquido
 < Dez 2024
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","DivBr/Ativo
 < Dez 2020
 consolid:sim*","DivBr/Ativo
 < Dez 2021
 consolid:sim*","DivBr/Ativo
 < Dez 2022
 consolid:sim*","DivBr/Ativo
 < Dez 2023
 consolid:sim*","DivBr/Ativo
 < Dez 2024
 consolid:sim*","LiqCor
 < Dez 2020
 consolid:sim*","LiqCor
 < Dez 2021
 consolid:sim*","LiqCor
 < Dez 2022
 consolid:sim*","LiqCor
 < Dez 2023
 consolid:sim*","LiqCor
 < Dez 2024
 consolid:sim*","LiqGer
 < Dez 2020
 consolid:sim*","LiqGer
 < Dez 2021
 consolid:sim*","LiqGer
 < Dez 2022
 consolid:sim*","LiqGer
 < Dez 2023
 consolid:sim*","LiqGer
 < Dez 2024
 consolid:sim*","RentAt
 < Dez 2020
 de 12 meses
 consolid:sim*","RentAt
 < Dez 2021
 de 12 meses
 consolid:sim*","RentAt
 < Dez 2022
 de 12 meses
 consolid:sim*","RentAt
 < Dez 2023
 de 12 meses
 consolid:sim*","RentAt
 < Dez 2024
 de 12 meses
 consolid:sim*","RenPat(med)
 < Dez 2020
 Em moeda orig
 de 12 meses
 consolid:sim*","RenPat(med)
 < Dez 2021
 Em moeda orig
 de 12 meses
 consolid:sim*","RenPat(med)
 < Dez 2022
 Em moeda orig
 de 12 meses
 consolid:sim*","RenPat(med)
 < Dez 2023
 Em moeda orig
 de 12 meses
 consolid:sim*","RenPat(med)
 < Dez 2024
 Em moeda orig
 de 12 meses
 consolid:sim*","Mrg EBIT
 < Dez 2020
 de 12 meses
 consolid:sim*","Mrg EBIT
 < Dez 2021
 de 12 meses
 consolid:sim*","Mrg EBIT
 < Dez 2022
 de 12 meses
 consolid:sim*","Mrg EBIT
 < Dez 2023
 de 12 meses
 consolid:sim*","Mrg EBIT
 < Dez 2024
 de 12 meses
 consolid:sim*","Margem Liquida
 < Dez 2020
 de 12 meses
 consolid:sim*","Margem Liquida
 < Dez 2021
 de 12 meses
 consolid:sim*","Margem Liquida
 < Dez 2022
 de 12 meses
 consolid:sim*","Margem Liquida
 < Dez 2023
 de 12 meses
 consolid:sim*","Margem Liquida
 < Dez 2024
 de 12 meses
 consolid:sim*","Ativo Tot
 < Dez 2020
 Em moeda orig
 em milhares
 consolid:sim*","Ativo Tot
 < Dez 2021
 Em moeda orig
 em milhares
 consolid:sim*","Ativo Tot
 < Dez 2022
 Em moeda orig
 em milhares
 consolid:sim*","Ativo Tot
 < Dez 2023
 Em moeda orig
 em milhares
 consolid:sim*","Ativo Tot
 < Dez 2024
 Em moeda orig
 em milhares
 consolid:sim*","CxOper
 < Dez 2020
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxOper
 < Dez 2021
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxOper
 < Dez 2022
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxOper
 < Dez 2023
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxOper
 < Dez 2024
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxInvest
 < Dez 2020
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxInvest
 < Dez 2021
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxInvest
 < Dez 2022
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxInvest
 < Dez 2023
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxInvest
 < Dez 2024
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxFinan
 < Dez 2020
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxFinan
 < Dez 2021
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxFinan
 < Dez 2022
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxFinan
 < Dez 2023
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxFinan
 < Dez 2024
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","Valor Mercado
da empresa
31Dez20
Em moeda orig
em milhares","Valor Mercado
da empresa
31Dez21
Em moeda orig
em milhares","Valor Mercado
da empresa
31Dez22
Em moeda orig
em milhares","Valor Mercado
da empresa
31Dez23
Em moeda orig
em milhares","Valor Mercado
da empresa
31Dez24
Em moeda orig
em milhares"
ItauUnibanco,ON,Bovespa,Ação,ativo,ITUB3,Bancos,-,1.435.937.000,-,-,-,-,-,-,-,-,-,1.134.166.000,-,-,-,-,-,-,-,-,-,136.593.000,144.554.000,160.925.000,180.788.000,201.055.000,"1,432386032","2,323786761","2,729780945","3,095100233","3,732908696",-,-,-,-,-,18.909.000,24.988.000,29.414.000,33.368.000,40.231.000,-,-,-,-,-,"1,3",-,-,-,-,"1,1",-,-,-,-,"0,8","1,2","1,2","1,3","1,4","11,5","17,3","18,6",19,"20,6",-,-,-,-,-,"12,2","17,2","13,7","12,2","13,2",2.112.586.000,2.166.019.000,2.469.958.000,2.696.522.000,3.048.537.000,82.133.000,90.692.000,114.727.000,89.736.000,-3.748.000,-19.263.000,-41.244.000,-65.700.000,-34.061.000,9.262.000,-13.887.000,-31.240.000,-31.490.000,-22.494.000,-21.680.000,290.294.405,195.493.661,229.428.383,307.422.592,281.256.877
ItauUnibanco,PN,Bovespa,Ação,ativo,ITUB4,Bancos,-,1.435.937.000,-,-,-,-,-,-,-,-,-,1.134.166.000,-,-,-,-,-,-,-,-,-,136.593.000,144.554.000,160.925.000,180.788.000,201.055.000,"1,452579506","2,323786761","2,729780945","3,095100233","3,732908696",-,-,-,-,-,18.909.000,24.988.000,29.414.000,33.368.000,40.231.000,-,-,-,-,-,"1,3",-,-,-,-,"1,1",-,-,-,-,"0,8","1,2","1,2","1,3","1,4","11,5","17,3","18,6",19,"20,6",-,-,-,-,-,"12,2","17,2","13,7","12,2","13,2",2.112.586.000,2.166.019.000,2.469.958.000,2.696.522.000,3.048.537.000,82.133.000,90.692.000,114.727.000,89.736.000,-3.748.000,-19.263.000,-41.244.000,-65.700.000,-34.061.000,9.262.000,-13.887.000,-31.240.000,-31.490.000,-22.494.000,-21.680.000,-,3.076.638,2.239.069,2.364.134,1.399.181
Jallesmachad,ON,Bovespa,Ação,ativo,JALL3,Outras outras indústrias,Sim,1.315.728,1.790.350,2.095.530,2.526.128,2.764.608,1.496.082,1.978.390,3.791.081,4.214.722,4.584.635,698.535,720.934,732.069,651.765,837.270,1.557.506,1.747.933,3.029.281,4.016.963,4.494.941,555.769,1.328.174,2.125.261,2.072.122,2.017.032,-,"1,202296397","2,925973261","0,0735595772","-0,1149967456",766.900,1.072.861,1.437.956,1.406.851,1.684.321,99.271,274.924,748.284,77.707,-42.088,"68,7","46,4","52,2","59,6","62,2","1,9","2,6","2,9","3,9","3,3","0,6","0,8","0,7","0,6","0,6",-,"9,2","14,6","0,3","-0,5",-,"36,7","49,9",1,"-1,7",-,"63,9",53,"14,1","30,3",-,"24,9","47,5","1,3","-1,6",2.811.810,3.768.740,5.886.611,6.740.850,7.349.243,-,687.692,745.331,469.085,756.598,-,-374.513,-1.045.393,-716.344,-784.075,-,-105.065,411.985,369.880,106.985,61.765.025,87.049.861,48.776.379,55.253.279,80.517.624
JBS,ON,Bovespa,Ação,ativo,JBSS3,Abatedouros,Sim,60.537.299,83.925.962,79.391.070,78.604.923,106.018.456,103.264.507,123.183.154,128.719.558,127.527.146,145.917.586,40.835.231,51.844.085,55.160.222,47.914.141,72.184.051,79.422.386,99.500.158,103.141.475,111.219.622,129.381.565,40.119.322,44.119.292,46.344.166,43.351.139,44.780.867,"1,727436757","8,181688915","6,907115528","-0,4783211622","4,335175165",270.204.212,350.695.561,374.851.600,363.816.537,416.952.002,4.598.311,20.486.561,15.457.836,-1.060.972,9.615.923,"40,2","44,7","44,4",47,"47,5","1,5","1,4","1,4","1,6","1,5","0,6","0,6","0,6","0,6","0,6","2,8","9,9","7,8","-0,4","4,2","12,2",45,"33,2","-1,5",22,"7,6","9,2","6,6","1,5","5,7","1,7","5,9","4,3","-0,2","2,6",163.801.806,207.109.116,208.110.628,206.132.069,251.936.042,23.781.810,21.480.309,13.333.514,11.498.663,23.557.039,-7.833.134,-18.858.365,-13.124.842,-7.024.281,-7.734.005,-9.022.124,-844.504,-8.759.066,5.010.910,-7.297.116,5.348.371,3.801.672,3.395.592,3.776.017,2.473.030
JHSF Part,ON,Bovespa,Ação,ativo,JHSF3,Construção,-,1.859.590,2.041.760,3.257.709,2.701.869,4.186.122,5.422.449,6.369.774,7.064.028,8.376.200,9.107.625,1.078.153,797.854,774.310,1.238.472,2.387.896,2.377.211,3.021.350,4.387.754,4.616.652,5.069.337,3.748.746,4.464.564,4.893.108,4.806.797,5.413.238,"0,9780523302","1,464933698","0,9115494043","0,6678932877","1,263061411",1.170.550,2.007.441,1.902.092,1.593.474,1.607.933,643.709,1.003.464,618.889,452.533,854.418,"21,5","23,5","29,7","29,5","33,8","1,7","2,4","4,2","2,2","1,8","0,8","0,9","0,9","0,8","0,7","8,8","11,7","6,1","4,5","6,5","18,6","23,4",13,"9,6","15,6","69,7","55,5","46,9","57,8","76,1","54,6","48,9","33,2","31,2","53,6",7.282.039,8.411.534,10.321.737,11.078.069,13.293.747,173.330,391.016,-215.131,119.859,330.001,-544.436,-303.423,-758.352,45.102,-379.919,564.931,-146.010,820.776,-115.871,857.796,-,100.996,73.643,45.238,28.087
Joao Fortes,ON,Bovespa,Ação,ativo,JFEN3,Construção de edifícios residenciais,-,1.080.933,1.008.408,965.835,846.239,784.020,199.440,190.901,167.453,210.856,73.847,1.167.150,1.191.841,1.151.341,1.102.761,428.685,569.888,679.924,759.936,781.939,524.588,-348.505,-558.856,-682.145,-730.972,1.525,"-160,3145285","-179,5733358","-117,1906171","-46,41181501","-24,96731224",28.984,4.245,6.597,83.904,166.984,-168.657,-188.918,-123.289,-48.827,-223.022,"45,7","49,9","53,5","57,7","30,9","0,9","0,9","0,8","0,8","1,8","0,7","0,6","0,6","0,5","0,9","-13,4","-16,1","-11,1",-5,"-26,2",-,-,-,-,-,"-508,8","-4.728,30","-1.440,60","-99,8","-101,8","-589,8","-4.552,20","-1.912,00","-62,5","-134,4",1.280.373,1.199.309,1.133.288,1.057.095,857.867,-9.514,15.831,-10.078,60.656,-461.068,-5.546,-3.258,-1.073,-6.599,-1.313,15.186,-2.246,-1.173,-40.951,449.899,369.985,305.574,240.047,222.222,222.222
Josapar,ON,Bovespa,Ação,ativo,JOPA3,Moinho de grãos,Sim,1.347.961,1.553.036,1.773.058,1.762.272,1.690.658,683.843,643.540,638.561,625.759,616.201,765.714,726.899,1.024.737,856.496,900.644,568.394,768.642,635.895,783.821,642.510,521.619,543.615,565.437,581.415,601.120,"3,007843508","2,905310905","2,886127386","1,521924022","2,224532225",1.564.081,2.002.742,2.265.866,2.119.154,2.212.219,31.829,30.744,30.541,16.105,23.540,"49,7","52,6","54,2","52,3",53,"1,8","2,2","1,7","2,1","1,9","1,1","1,1","1,1","1,2","1,2","1,9","1,7","1,5","0,9","1,3","5,6","5,2","5,1",3,"3,8","7,5","4,2","5,7",6,5,"2,5","1,9","1,6","1,1","1,3",2.031.804,2.196.576,2.411.619,2.388.031,2.306.859,70.337,-45.936,-97.923,169.192,61.588,-25.499,-6.156,-8.408,-3.822,-8.274,99.022,135.623,146.701,-88.075,-42.097,369.985,305.574,240.047,222.222,222.222
Josapar,PN,Bovespa,Ação,ativo,JOPA4,Moinho de grãos,Sim,1.347.961,1.553.036,1.773.058,1.762.272,1.690.658,683.843,643.540,638.561,625.759,616.201,765.714,726.899,1.024.737,856.496,900.644,568.394,768.642,635.895,783.821,642.510,521.619,543.615,565.437,581.415,601.120,"3,007843508","2,905310905","2,886127386","1,521924022","2,224532225",1.564.081,2.002.742,2.265.866,2.119.154,2.212.219,31.829,30.744,30.541,16.105,23.540,"49,7","52,6","54,2","52,3",53,"1,8","2,2","1,7","2,1","1,9","1,1","1,1","1,1","1,2","1,2","1,9","1,7","1,5","0,9","1,3","5,6","5,2","5,1",3,"3,8","7,5","4,2","5,7",6,5,"2,5","1,9","1,6","1,1","1,3",2.031.804,2.196.576,2.411.619,2.388.031,2.306.859,70.337,-45.936,-97.923,169.192,61.588,-25.499,-6.156,-8.408,-3.822,-8.274,99.022,135.623,146.701,-88.075,-42.097,3.011.074,2.144.001,1.567.744,3.542.461,1.539.225
JSL,ON,Bovespa,Ação,ativo,JSLG3,Transporte rodoviário,Sim,1.900.423,2.654.515,2.406.151,3.978.862,4.618.574,2.938.333,4.467.732,5.835.981,7.910.005,7.861.608,945.637,1.052.468,1.758.397,2.367.201,3.008.405,2.827.973,4.580.624,5.071.122,7.858.223,7.701.417,1.063.318,1.323.387,1.413.711,1.675.587,1.770.360,"0,7881086883","0,9670200706","0,682379943","1,236354274","0,7285817029",2.826.797,4.295.978,6.022.405,7.574.644,9.056.258,180.583,270.782,194.182,351.783,207.312,"52,4","55,4","57,9","62,7",65,2,"2,2","1,4","1,7","1,5","0,6","0,6","0,4","0,5","0,5","2,7","3,8","2,4",3,"1,7","7,6","22,8","14,2","22,9","12,1","6,9","12,2","12,8","16,9","13,4","4,6","6,3","3,2","4,6","2,3",4.838.756,7.122.247,8.242.132,11.888.867,12.480.182,-1.331.683,-264.369,755.264,-1.315.218,-296.008,-229.589,-415.084,-87.614,-150.076,-107.868,1.034.032,767.829,-344.976,1.600.538,235.830,-,-,-,-,-
Kallas,ON,Bovespa,Ação,ativo,KLAS3,Construção de edifícios residenciais,-,820.478,909.629,1.089.018,1.309.773,1.321.367,376.057,556.926,557.799,681.122,595.026,192.989,159.753,341.371,440.467,319.413,291.708,505.175,507.236,615.280,710.974,643.630,706.941,738.212,872.549,835.840,"950,925643","691,6799627","380,1964798","619,5608514","390,0532441",384.273,488.959,652.603,994.981,1.254.533,64.830,65.927,41.129,70.078,52.892,"13,5","20,3","20,9","24,9","31,5","4,3","5,6","3,2",3,"4,1","2,3",2,"1,8","1,7","1,7","5,5","5,3","2,8","3,9","3,1","12,2","10,3","5,9",9,"6,4","18,1","16,2","11,8","11,3","8,2","17,3","15,8","7,2","7,8","4,7",1.196.535,1.466.555,1.646.817,1.990.895,1.916.393,10.351,-7.536,-56.188,-247.734,41.304,11.240,-44.161,-9.783,17.242,-50.455,80.323,123.114,18.563,189.011,88.275,144.728,148.319,95.032,104.387,135.890
Karsten,ON,Bovespa,Ação,ativo,CTKA3,Indústria de roupas de tecido,Sim,303.310,446.841,409.198,450.868,464.252,205.262,183.735,193.128,194.603,242.281,173.060,214.913,260.528,264.055,266.879,526.951,505.006,496.898,494.356,434.185,-191.439,-133.954,-155.100,-112.940,5.469,"12,97485898","9,264302982","-3,407896857","6,794520548","19,08283642",380.165,549.677,612.582,667.929,699.084,80.509,57.485,-21.146,42.160,118.409,"104,9","88,5","93,2","77,8","62,1","1,8","1,7","1,6","1,7","1,7","0,5","0,6","0,5","0,6","0,7","15,8","9,1","-3,5","6,5","16,8",-,-,-,-,-,"22,1","12,2",3,"10,1",12,"21,2","10,5","-3,5","6,3","16,9",508.572,630.576,602.326,645.471,706.533,51.632,-6.240,48.882,128.579,126.124,-44.254,-4.786,-32.405,-42.899,-36.038,-6.656,8.671,-17.047,-85.246,-85.594,144.728,148.319,95.032,104.387,135.890
Karsten,PN,Bovespa,Ação,ativo,CTKA4,Indústria de roupas de tecido,Sim,303.310,446.841,409.198,450.868,464.252,205.262,183.735,193.128,194.603,242.281,173.060,214.913,260.528,264.055,266.879,526.951,505.006,496.898,494.356,434.185,-191.439,-133.954,-155.100,-112.940,5.469,"12,97485898","9,264302982","-3,407896857","6,794520548","19,08283642",380.165,549.677,612.582,667.929,699.084,80.509,57.485,-21.146,42.160,118.409,"104,9","88,5","93,2","77,8","62,1","1,8","1,7","1,6","1,7","1,7","0,5","0,6","0,5","0,6","0,7","15,8","9,1","-3,5","6,5","16,8",-,-,-,-,-,"22,1","12,2",3,"10,1",12,"21,2","10,5","-3,5","6,3","16,9",508.572,630.576,602.326,645.471,706.533,51.632,-6.240,48.882,128.579,126.124,-44.254,-4.786,-32.405,-42.899,-36.038,-6.656,8.671,-17.047,-85.246,-85.594,999.856,1.174.474,1.798.173,1.931.987,1.614.047
Kepler Weber,ON,Bovespa,Ação,ativo,KEPL3,Indústria de estruturas metálicas,Sim,550.039,622.329,912.707,981.908,1.070.027,398.739,396.067,361.071,489.372,524.003,396.525,581.070,574.303,607.901,541.088,34.602,63.334,102.205,137.176,312.161,517.651,461.630,597.270,726.203,740.781,"0,4285117057","0,9065847401","2,133194767","1,379971193","1,130887207",671.243,1.226.179,1.815.401,1.512.134,1.607.297,67.650,154.635,382.468,245.214,199.183,"1,8",6,"13,4","13,4","20,7","1,4","1,3","1,6","1,6",2,"1,6","1,4","1,5","1,5","1,4","7,1","15,2",30,"16,7","12,5","13,7","31,6","72,2","37,1","27,2",12,"16,7","28,5",20,18,"10,1","12,6","21,1","16,2","12,4",948.778,1.018.396,1.273.778,1.471.280,1.594.030,253.962,42.036,348.152,282.029,193.900,13.477,-13.784,-137.396,-68.132,-38.697,-45.506,-156.810,-88.120,-145.428,-88.309,28.948.079,28.756.604,22.138.746,24.348.734,28.766.435
Klabin S/A,ON,Bovespa,Ação,ativo,KLBN3,"Indústria de papel, celulose e papelão",Sim,10.785.871,13.892.141,12.504.004,16.465.645,13.818.844,24.484.390,28.183.566,35.073.354,38.969.045,45.571.988,3.613.472,5.415.631,6.461.750,6.092.527,7.163.343,27.272.028,29.418.639,29.547.342,35.609.632,43.590.289,3.810.305,5.739.568,9.559.484,11.585.123,6.651.853,"-0,422051525","0,5000921718","0,737774927","0,4446055298","0,30145657",11.948.794,16.481.388,20.032.699,18.023.749,19.645.264,-2.487.870,3.019.870,4.461.251,2.694.538,1.831.011,"74,7","69,7","57,9","56,5","66,9",3,"2,5","1,9","2,7","1,9","0,6","0,6","0,6","0,7","0,6","-6,8","8,1","9,9","5,1","3,4","-43,9","59,4","50,3","22,5","18,3","26,9","33,4","33,4","23,6","22,9",-20,"20,7","23,4","15,8","10,4",35.270.261,42.075.707,47.577.358,55.434.690,59.390.832,5.791.245,4.891.249,8.420.814,7.592.726,7.425.327,-5.069.428,-3.675.855,-7.876.677,-4.291.404,-8.603.683,-3.853.373,-19.024,-2.265.392,1.573.562,-2.432.792,28.948.079,28.756.604,22.138.746,24.348.734,28.766.435
Klabin S/A,PN,Bovespa,Ação,ativo,KLBN4,"Indústria de papel, celulose e papelão",Sim,10.785.871,13.892.141,12.504.004,16.465.645,13.818.844,24.484.390,28.183.566,35.073.354,38.969.045,45.571.988,3.613.472,5.415.631,6.461.750,6.092.527,7.163.343,27.272.028,29.418.639,29.547.342,35.609.632,43.590.289,3.810.305,5.739.568,9.559.484,11.585.123,6.651.853,"-0,422051525","0,5000921718","0,737774927","0,4446055298","0,30145657",11.948.794,16.481.388,20.032.699,18.023.749,19.645.264,-2.487.870,3.019.870,4.461.251,2.694.538,1.831.011,"74,7","69,7","57,9","56,5","66,9",3,"2,5","1,9","2,7","1,9","0,6","0,6","0,6","0,7","0,6","-6,8","8,1","9,9","5,1","3,4","-43,9","59,4","50,3","22,5","18,3","26,9","33,4","33,4","23,6","22,9",-20,"20,7","23,4","15,8","10,4",35.270.261,42.075.707,47.577.358,55.434.690,59.390.832,5.791.245,4.891.249,8.420.814,7.592.726,7.425.327,-5.069.428,-3.675.855,-7.876.677,-4.291.404,-8.603.683,-3.853.373,-19.024,-2.265.392,1.573.562,-2.432.792,28.948.079,28.756.604,22.138.746,24.348.734,28.766.435
Klabin S/A,UNT N2,Bovespa,Ação,ativo,KLBN11,"Indústria de papel, celulose e papelão",Sim,10.785.871,13.892.141,12.504.004,16.465.645,13.818.844,24.484.390,28.183.566,35.073.354,38.969.045,45.571.988,3.613.472,5.415.631,6.461.750,6.092.527,7.163.343,27.272.028,29.418.639,29.547.342,35.609.632,43.590.289,3.810.305,5.739.568,9.559.484,11.585.123,6.651.853,"-0,422051525","0,5000921718","0,737774927","0,4446055298","0,30145657",11.948.794,16.481.388,20.032.699,18.023.749,19.645.264,-2.487.870,3.019.870,4.461.251,2.694.538,1.831.011,"74,7","69,7","57,9","56,5","66,9",3,"2,5","1,9","2,7","1,9","0,6","0,6","0,6","0,7","0,6","-6,8","8,1","9,9","5,1","3,4","-43,9","59,4","50,3","22,5","18,3","26,9","33,4","33,4","23,6","22,9",-20,"20,7","23,4","15,8","10,4",35.270.261,42.075.707,47.577.358,55.434.690,59.390.832,5.791.245,4.891.249,8.420.814,7.592.726,7.425.327,-5.069.428,-3.675.855,-7.876.677,-4.291.404,-8.603.683,-3.853.373,-19.024,-2.265.392,1.573.562,-2.432.792,-,3.981.133,598.133,999.025,630.619
Kora Saude,ON,Bovespa,Ação,ativo,KRSA3,Hospital,-,399.968,1.001.603,1.352.347,1.352.145,1.358.574,701.481,2.940.232,3.371.745,3.352.465,3.419.296,292.957,600.640,643.108,700.107,678.949,624.084,1.910.733,2.857.292,2.919.388,3.179.062,180.435,1.250.662,1.137.964,986.414,813.456,"0,3834933409","-1,105281489","-1,401091925","-2,182770802","-2,306389367",612.287,1.261.856,2.046.729,2.259.687,2.268.230,15.871,-63.718,-107.588,-167.624,-177.278,"62,1","42,8","51,2","58,3","62,6","1,4","1,4","2,1","1,9",2,"0,5","0,4","0,4","0,4","0,4","1,6","-1,4",-2,"-3,4","-3,5","13,9","-7,3","-7,4","-13,7","-16,8","12,9","10,5","13,2","12,8","11,8","2,9","-4,4","-4,6",-7,"-7,4",1.101.449,3.941.835,4.724.092,4.704.610,4.777.870,25.312,15.388,281.356,-234.200,-111.757,-106.910,-1.748.040,-442.011,-106.159,-79.272,229.800,1.948.848,543.220,-79.317,83.852,1.972.437,1.064.197,932.222,1.721.777,1.463.803
Lavvi,ON,Bovespa,Ação,ativo,LAVV3,Construção de edifícios residenciais,-,1.398.361,1.139.963,1.517.195,1.737.964,2.636.142,295.430,611.077,411.469,480.315,821.749,293.101,300.965,334.718,352.846,535.180,100.349,141.991,337.889,450.913,1.181.598,1.217.041,1.178.133,1.171.691,1.272.989,1.485.863,"0,6535386302","0,8341941436","0,5763432839","1,184280029","1,752578278",359.507,609.270,555.327,903.333,1.549.299,93.524,177.732,114.889,231.449,342.514,"3,5","0,2","2,3","9,8",19,"4,8","3,2","4,5","4,9","4,9","4,3","3,5","2,8","2,6","1,9",7,"11,7","6,8","11,1","11,3","16,8",16,"10,4","18,5","24,9","33,1",29,"15,6","24,4","25,6","33,1","33,5","23,6","27,3","25,3",1.693.791,1.751.040,1.928.664,2.218.279,3.457.891,-8.188,-158.139,80.014,-251.391,6.812,-174.354,-449.949,76.519,192.009,-262.579,1.016.237,-287.004,-128.468,64.959,316.442,-,-,-,-,-
Le Biscuit,ON,Bovespa,Ação,ativo,LLBI3,Loja de mercadorias variadas,-,637.484,512.559,507.387,977.179,964.163,657.198,718.809,756.342,1.802.743,1.850.838,433.059,436.867,455.282,1.260.289,1.486.687,599.828,602.392,691.877,1.079.670,987.956,261.791,160.431,116.566,439.963,340.358,"-2,461963649","-4,73981065","-4,450074981","-1,454826635","-0,892996817",638.933,721.887,775.844,2.087.226,2.232.796,-55.533,-106.785,-106.114,-135.693,-111.611,"40,1","44,5","42,5","25,4","25,7","1,5","1,1","1,1","0,8","0,6","0,7","0,7","0,7","0,6","0,6","-4,3","-8,7","-8,4","-4,9",-4,"-19,3","-50,6","-76,6","-48,8","-28,6","-3,4","-12,4","-8,6","6,8","7,8","-8,7","-14,8","-13,7","-6,5",-5,1.294.682,1.231.368,1.263.729,2.779.922,2.815.001,16.448,-33.838,169.812,217.220,97.313,-36.006,-43.455,-20.908,121.770,4.770,66.182,-78.810,-75.291,-294.738,-124.050,-,-,-,-,-
